amount,average_transaction_amount,amount_ratio,transaction_hour,transaction_day,location_match,location_changed,new_device,trusted_ip,vpn_used,failed_login_count,password_reset,otp_verified,session_duration_minutes,ip_reputation_score,new_receiver,receiver_trust_score,receiver_risk_score,merchant_category,payment_method,high_risk_merchant,night_transaction,impossible_travel,time_gap_minutes,previous_transactions_last_1_hour,previous_transactions_last_24_hours,high_value_transaction,persona,home_city,login_city,transaction_city,is_fraud
325.46,424.25,0.767,21,1,1,0,0,1,0,0,0,1,21,87,0,76,6,Travel,IMPS,0,0,0,10.0,0,1,0,Student,Mumbai,Mumbai,Mumbai,0
156.69,424.25,0.369,22,1,1,0,0,1,0,0,0,1,11,93,0,79,20,Travel,IMPS,0,0,0,10.0,0,2,0,Student,Mumbai,Mumbai,Mumbai,0
593.53,424.25,1.399,8,2,1,0,0,1,0,0,0,1,2,88,0,76,6,Retail,IMPS,0,0,0,1.0,0,3,0,Student,Mumbai,Mumbai,Mumbai,0
364.72,424.25,0.86,9,2,1,1,0,0,0,0,0,1,32,94,1,93,29,Travel,IMPS,0,0,1,13.0,1,4,0,Student,Mumbai,Bengaluru,Bengaluru,0
258.43,424.25,0.609,10,2,0,1,0,0,0,0,0,1,15,97,0,70,27,Retail,IMPS,0,0,0,8.0,0,4,0,Student,Mumbai,Bengaluru,Jaipur,0
502.28,424.25,1.184,12,2,0,1,0,0,0,0,0,1,30,88,0,74,27,Groceries,IMPS,0,0,0,14.0,0,5,0,Student,Mumbai,Bengaluru,Jaipur,0
401.97,424.25,0.947,13,2,1,1,0,0,0,0,0,1,9,90,0,79,20,Food,IMPS,0,0,0,1.0,1,6,0,Student,Mumbai,Bengaluru,Bengaluru,0
381.76,424.25,0.9,15,2,1,0,0,1,0,0,0,1,26,88,0,76,6,E-commerce,IMPS,0,0,0,11.0,0,7,0,Student,Mumbai,Mumbai,Mumbai,0
269.07,424.25,0.634,16,2,1,1,0,0,0,0,0,1,20,87,0,79,20,Electronics,IMPS,0,0,0,12.0,1,8,0,Student,Mumbai,Bengaluru,Bengaluru,0
214.9,424.25,0.507,16,2,1,0,0,1,0,0,0,1,19,100,1,79,20,Travel,IMPS,0,0,0,4.0,1,9,0,Student,Mumbai,Mumbai,Mumbai,0
1718.32,2874.03,0.598,21,6,0,1,0,0,0,0,0,1,26,98,0,95,1,Electronics,UPI,0,0,0,9.0,0,0,0,Senior Citizen,Mumbai,Bengaluru,Chennai,0
1188.97,2874.03,0.414,0,0,1,0,0,1,0,0,0,1,13,95,1,92,4,Groceries,UPI,0,1,0,2.0,0,1,0,Senior Citizen,Mumbai,Mumbai,Mumbai,0
1072.53,2874.03,0.373,10,0,1,1,0,0,0,0,0,1,9,89,1,92,1,Travel,UPI,0,0,0,3.0,0,2,0,Senior Citizen,Mumbai,Bengaluru,Bengaluru,0
9243.53,2874.03,3.216,10,0,1,1,0,0,0,0,0,1,19,91,0,99,5,Travel,UPI,0,0,0,5.0,1,3,0,Senior Citizen,Mumbai,Bengaluru,Bengaluru,0
2098.61,2874.03,0.73,15,0,1,1,0,0,0,0,0,1,24,87,1,99,5,Groceries,UPI,0,0,0,14.0,0,4,0,Senior Citizen,Mumbai,Bengaluru,Bengaluru,0
3033.3,2874.03,1.055,21,0,1,1,0,0,0,0,0,1,4,89,0,94,9,Travel,UPI,0,0,0,1.0,0,5,0,Senior Citizen,Mumbai,Bengaluru,Bengaluru,0
3437.68,2874.03,1.196,22,1,1,1,0,0,0,0,0,1,16,98,1,95,1,Electronics,UPI,0,0,1,10.0,0,0,0,Senior Citizen,Mumbai,Bengaluru,Bengaluru,0
3425.18,2874.03,1.192,3,2,1,1,0,0,0,0,0,1,16,86,0,95,1,Groceries,UPI,0,1,0,8.0,0,1,0,Senior Citizen,Mumbai,Bengaluru,Bengaluru,0
3348.56,2874.03,1.165,17,2,1,1,0,0,0,0,0,1,24,100,1,94,9,Food,UPI,0,0,0,15.0,0,2,0,Senior Citizen,Mumbai,Bengaluru,Bengaluru,0
10572.32,2874.03,3.679,0,4,1,0,0,1,0,0,0,1,4,89,0,95,1,Electronics,UPI,0,1,1,2.0,0,0,0,Senior Citizen,Mumbai,Mumbai,Mumbai,0
3748.26,2874.03,1.304,19,0,1,0,0,1,1,0,0,1,25,76,1,84,20,Food,UPI,0,0,0,12.0,0,0,0,Senior Citizen,Mumbai,Mumbai,Mumbai,0
30801.31,2874.03,10.717,4,1,1,0,0,1,1,0,0,1,28,91,1,30,95,Crypto,UPI,1,1,0,9.0,0,1,1,Senior Citizen,Mumbai,Mumbai,Mumbai,1
1579.91,2874.03,0.55,13,1,1,0,0,1,0,1,0,1,12,99,0,92,1,E-commerce,UPI,0,0,0,7.0,0,2,0,Senior Citizen,Mumbai,Mumbai,Mumbai,0
2930.54,2874.03,1.02,15,1,1,0,0,1,0,1,0,1,17,86,1,86,4,Retail,UPI,0,0,0,13.0,0,3,0,Senior Citizen,Mumbai,Mumbai,Mumbai,0
2752.51,2874.03,0.958,3,2,1,0,0,1,0,0,0,1,10,92,0,99,5,Crypto,UPI,1,1,0,9.0,0,3,0,Senior Citizen,Mumbai,Mumbai,Mumbai,0
3796.73,2874.03,1.321,4,2,1,0,0,1,0,2,0,1,21,98,0,86,4,E-commerce,UPI,0,1,0,12.0,0,3,0,Senior Citizen,Mumbai,Mumbai,Mumbai,0
4084.78,2874.03,1.421,10,3,1,0,1,0,1,5,0,0,14,21,1,84,28,Travel,Net Banking,0,0,0,5.0,0,0,0,Senior Citizen,Mumbai,Mumbai,Mumbai,1
520.4,1704.32,0.305,22,6,1,0,0,1,0,0,0,1,11,90,0,84,30,Groceries,Credit Card,0,0,0,2.0,0,0,0,Salaried,Ahmedabad,Ahmedabad,Ahmedabad,0
1637.86,1704.32,0.961,19,1,1,0,0,1,0,0,0,1,30,94,1,84,30,Food,Credit Card,0,0,0,14.0,0,0,0,Salaried,Ahmedabad,Ahmedabad,Ahmedabad,0
1537.61,1704.32,0.902,16,2,1,0,0,1,0,0,0,1,25,91,0,84,30,Groceries,Credit Card,0,0,0,8.0,0,1,0,Salaried,Ahmedabad,Ahmedabad,Ahmedabad,0
2499.29,1704.32,1.466,16,5,1,0,0,1,0,0,0,1,10,91,1,92,0,Groceries,Credit Card,0,0,0,1.0,0,0,0,Salaried,Ahmedabad,Ahmedabad,Ahmedabad,0
928.99,1704.32,0.545,9,6,1,1,0,0,0,0,0,0,30,96,0,84,30,Retail,Credit Card,0,0,1,10.0,0,1,0,Salaried,Ahmedabad,Pune,Pune,0
1385.71,1704.32,0.813,14,6,1,1,0,0,0,0,0,1,20,93,1,84,13,Retail,Credit Card,0,0,0,12.0,0,2,0,Salaried,Ahmedabad,Pune,Pune,0
2376.97,1704.32,1.395,0,0,1,1,0,0,0,0,0,1,22,90,1,97,22,E-commerce,Credit Card,0,1,0,4.0,0,2,0,Salaried,Ahmedabad,Pune,Pune,0
2427.32,1704.32,1.424,7,0,1,0,0,1,0,0,0,1,29,96,1,75,24,Groceries,Credit Card,0,0,0,14.0,0,3,0,Salaried,Ahmedabad,Ahmedabad,Ahmedabad,0
4816.32,1704.32,2.826,5,1,1,1,1,0,0,0,0,1,30,86,1,95,22,Food,Debit Card,0,0,0,12.0,0,1,0,Salaried,Ahmedabad,Pune,Pune,1
2379.73,1704.32,1.396,5,1,1,1,0,0,0,0,0,1,25,88,0,97,22,E-commerce,Credit Card,0,0,0,7.0,1,2,0,Salaried,Ahmedabad,Pune,Pune,0
12412.07,1704.32,7.283,20,1,1,1,1,0,0,3,1,1,20,10,1,10,84,Groceries,NEFT,0,0,1,9.0,0,2,1,Salaried,Ahmedabad,Chennai,Chennai,1
2457.1,1704.32,1.442,6,2,1,0,0,1,0,0,0,1,22,85,0,84,13,Travel,Credit Card,0,0,1,2.0,0,1,0,Salaried,Ahmedabad,Ahmedabad,Ahmedabad,0
901.43,1704.32,0.529,17,2,1,0,0,1,0,0,0,1,7,91,0,95,22,Groceries,Credit Card,0,0,1,2.0,0,2,0,Salaried,Ahmedabad,Ahmedabad,Ahmedabad,0
1488.59,2359.14,0.631,21,6,1,0,0,1,0,1,0,1,10,95,1,90,27,Retail,Credit Card,0,0,0,2.0,0,0,0,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,0
1562.31,2359.14,0.662,23,6,1,1,0,0,0,0,0,1,21,97,0,97,11,Electronics,Credit Card,0,0,1,13.0,0,1,0,Senior Citizen,Chandigarh,Pune,Pune,0
952.3,2359.14,0.404,4,0,1,1,0,0,0,0,0,0,30,100,0,97,11,Travel,Credit Card,0,1,0,12.0,0,2,0,Senior Citizen,Chandigarh,Pune,Pune,0
780.44,2359.14,0.331,5,0,1,0,0,1,0,0,0,1,30,96,0,94,10,Retail,Credit Card,0,0,0,14.0,0,3,0,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,0
17644.45,2359.14,7.479,15,2,1,1,1,0,0,3,1,1,21,13,1,14,82,Groceries,Debit Card,0,0,1,15.0,0,0,1,Senior Citizen,Chandigarh,Kochi,Kochi,1
716.28,2359.14,0.304,22,2,1,0,0,1,0,0,0,0,19,87,0,97,11,E-commerce,Credit Card,0,0,1,5.0,0,1,0,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,0
1994.12,2359.14,0.845,19,3,1,0,0,1,0,0,0,1,21,85,0,97,11,Electronics,Credit Card,0,0,1,4.0,0,1,0,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,0
17106.6,2359.14,7.251,22,3,1,0,1,0,1,0,0,1,13,60,1,19,72,Groceries,NEFT,0,0,0,7.0,0,2,1,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,1
22903.27,2359.14,9.708,13,4,1,0,0,1,1,0,0,1,11,88,1,14,74,Crypto,UPI,1,0,0,7.0,0,2,1,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,1
2284.97,2359.14,0.969,14,4,1,0,0,1,1,0,0,1,23,71,0,97,11,Travel,Credit Card,0,0,0,9.0,1,3,0,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,0
2632.75,2359.14,1.116,12,5,1,0,0,1,0,0,0,1,26,88,1,92,1,Food,Credit Card,0,0,0,10.0,0,2,0,Senior Citizen,Chandigarh,Chandigarh,Chandigarh,0
2348.49,2359.14,0.995,14,6,1,1,0,0,0,0,0,1,34,89,0,97,11,Groceries,Credit Card,0,0,1,14.0,0,0,0,Senior Citizen,Chandigarh,Kolkata,Kolkata,0
1150.66,2359.14,0.488,4,0,1,1,0,0,1,0,0,1,16,74,1,88,23,E-commerce,Credit Card,0,1,0,9.0,0,1,0,Senior Citizen,Chandigarh,Kolkata,Kolkata,0
2907.18,2359.14,1.232,7,0,1,1,0,0,0,1,0,1,16,90,1,90,17,Food,Credit Card,0,0,1,5.0,0,2,0,Senior Citizen,Chandigarh,Kolkata,Kolkata,0
25260.37,2359.14,10.707,15,0,1,1,1,0,0,5,1,1,13,15,1,29,94,Travel,Net Banking,0,0,1,6.0,0,2,1,Senior Citizen,Chandigarh,Pune,Pune,1
763.46,2359.14,0.324,4,1,1,1,0,0,0,0,0,1,20,87,0,90,17,Food,Credit Card,0,1,0,10.0,0,3,0,Senior Citizen,Chandigarh,Kolkata,Kolkata,0
24201.01,2359.14,10.258,4,1,1,1,1,0,0,3,1,1,22,13,1,17,76,Travel,Net Banking,0,1,1,9.0,1,3,1,Senior Citizen,Chandigarh,Bengaluru,Bengaluru,1
2873.42,2359.14,1.218,3,2,1,1,1,0,1,6,0,0,16,23,0,90,27,Travel,IMPS,0,1,1,10.0,0,2,0,Senior Citizen,Chandigarh,Kolkata,Kolkata,1
1461.52,2359.14,0.62,7,2,1,1,0,0,0,0,0,1,24,94,0,97,11,E-commerce,Credit Card,0,0,0,14.0,0,1,0,Senior Citizen,Chandigarh,Kolkata,Kolkata,0
3217.97,2359.14,1.364,21,2,1,1,0,0,0,0,0,1,26,86,1,84,0,Food,Credit Card,0,0,0,6.0,0,2,0,Senior Citizen,Chandigarh,Kolkata,Kolkata,0
112586.5,76421.21,1.473,1,0,1,0,0,1,0,1,0,1,20,100,1,83,11,Travel,UPI,0,1,0,1.0,0,0,0,Business,Mumbai,Mumbai,Mumbai,0
103789.54,76421.21,1.358,8,0,1,0,0,1,0,0,0,1,11,90,0,83,11,E-commerce,UPI,0,0,0,1.0,0,1,0,Business,Mumbai,Mumbai,Mumbai,0
25221.26,76421.21,0.33,2,2,1,0,0,1,0,0,0,1,3,94,1,90,2,E-commerce,UPI,0,1,0,1.0,0,0,0,Business,Mumbai,Mumbai,Mumbai,0
111343.66,76421.21,1.457,23,2,1,0,0,1,0,0,0,1,2,89,0,90,2,Food,UPI,0,0,0,1.0,0,1,0,Business,Mumbai,Mumbai,Mumbai,0
108892.0,76421.21,1.425,23,2,1,0,0,1,0,0,0,1,16,92,0,90,2,Food,UPI,0,0,0,1.0,1,2,0,Business,Mumbai,Mumbai,Mumbai,0
23819.78,76421.21,0.312,8,3,1,0,0,1,0,0,0,1,12,100,0,90,2,Travel,UPI,0,0,0,10.0,0,2,0,Business,Mumbai,Mumbai,Mumbai,0
59428.79,76421.21,0.778,23,3,1,0,0,1,0,0,0,1,19,89,0,83,11,E-commerce,UPI,0,0,0,2.0,0,2,0,Business,Mumbai,Mumbai,Mumbai,0
69215.96,76421.21,0.906,12,5,1,0,0,1,0,0,0,1,16,92,1,72,25,Travel,UPI,0,0,0,1.0,0,0,0,Business,Mumbai,Mumbai,Mumbai,0
36686.42,76421.21,0.48,16,6,1,0,1,0,1,4,0,0,4,23,0,91,23,E-commerce,Credit Card,0,0,0,2.0,0,0,0,Business,Mumbai,Mumbai,Mumbai,1
34710.73,76421.21,0.454,10,0,1,0,0,1,0,0,0,1,30,97,1,91,23,Travel,UPI,0,0,0,11.0,0,1,0,Business,Mumbai,Mumbai,Mumbai,0
57074.3,76421.21,0.747,2,1,1,1,0,0,0,0,0,1,16,100,0,91,23,Food,UPI,0,1,0,5.0,0,1,0,Business,Mumbai,Pune,Pune,0
32878.64,76421.21,0.43,10,1,1,1,0,0,0,0,0,1,28,95,1,92,16,Travel,UPI,0,0,1,10.0,0,1,0,Business,Mumbai,Pune,Pune,0
110294.47,76421.21,1.443,14,1,1,1,0,0,0,1,0,1,11,93,1,97,17,Electronics,UPI,0,0,0,8.0,0,2,0,Business,Mumbai,Pune,Pune,0
104576.88,76421.21,1.368,5,2,1,1,1,0,1,5,0,0,20,16,0,90,2,Electronics,Debit Card,0,0,0,12.0,0,2,0,Business,Mumbai,Pune,Pune,1
108342.31,76421.21,1.418,8,2,1,1,0,0,0,0,0,1,28,92,1,91,26,E-commerce,UPI,0,0,0,12.0,0,3,0,Business,Mumbai,Pune,Pune,0
87406.58,76421.21,1.144,17,2,1,0,0,1,0,1,0,1,24,85,1,93,12,Groceries,UPI,0,0,1,9.0,0,2,0,Business,Mumbai,Mumbai,Mumbai,0
78807.25,76421.21,1.031,21,2,1,0,0,1,0,0,0,0,9,94,0,97,17,Food,UPI,0,0,0,3.0,0,3,0,Business,Mumbai,Mumbai,Mumbai,0
86928.32,76421.21,1.137,23,2,1,0,0,1,0,0,0,1,23,97,0,93,12,E-commerce,UPI,0,0,0,9.0,0,4,0,Business,Mumbai,Mumbai,Mumbai,0
73250.59,76421.21,0.959,5,3,1,0,0,1,0,1,0,1,28,89,0,90,2,Groceries,UPI,0,0,0,8.0,0,5,0,Business,Mumbai,Mumbai,Mumbai,0
2337.13,2510.27,0.931,20,6,1,1,1,0,1,8,0,0,31,10,1,81,22,Groceries,UPI,0,0,0,12.0,0,0,0,Senior Citizen,Ahmedabad,Gurgaon,Gurgaon,1
2330.08,2510.27,0.928,23,6,1,1,0,0,0,0,0,1,23,90,0,74,27,Travel,Credit Card,0,0,0,15.0,0,1,0,Senior Citizen,Ahmedabad,Gurgaon,Gurgaon,0
11351.73,2510.27,4.522,0,0,1,1,0,0,0,0,0,1,21,88,0,74,27,E-commerce,Credit Card,0,1,0,9.0,0,2,1,Senior Citizen,Ahmedabad,Gurgaon,Gurgaon,0
1493.46,2510.27,0.595,6,0,1,1,0,0,0,0,0,1,14,92,0,74,27,E-commerce,Credit Card,0,0,0,13.0,0,3,0,Senior Citizen,Ahmedabad,Gurgaon,Gurgaon,0
3137.27,2510.27,1.25,12,2,1,1,0,0,0,0,0,1,18,89,1,74,27,Groceries,Credit Card,0,0,1,6.0,0,0,0,Senior Citizen,Ahmedabad,Gurgaon,Gurgaon,0
923.11,2510.27,0.368,0,3,1,1,0,0,0,0,0,1,28,92,0,74,27,Food,Credit Card,0,1,0,11.0,0,1,0,Senior Citizen,Ahmedabad,Gurgaon,Gurgaon,0
1280.28,2510.27,0.51,5,4,1,1,0,0,0,0,0,1,31,95,1,76,10,Food,Credit Card,0,0,0,14.0,0,0,0,Senior Citizen,Ahmedabad,Gurgaon,Gurgaon,0
2579.06,2510.27,1.027,20,6,1,0,0,1,0,0,0,1,33,90,0,81,22,Electronics,Credit Card,0,0,1,15.0,0,0,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
2696.23,2510.27,1.074,3,0,1,0,0,1,0,0,0,1,31,97,0,79,6,Food,Credit Card,0,1,0,15.0,0,1,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
1978.31,2510.27,0.788,9,0,1,0,0,1,0,0,0,1,11,86,0,79,6,Groceries,Credit Card,0,0,0,6.0,0,2,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
2127.47,2510.27,0.848,21,0,1,0,0,1,1,0,0,1,21,60,0,76,10,Retail,Credit Card,0,0,0,11.0,0,2,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
12016.0,2510.27,4.787,22,0,1,0,0,1,0,0,0,1,24,94,0,81,22,E-commerce,Credit Card,0,0,0,6.0,1,3,1,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
1400.2,2510.27,0.558,3,1,1,0,0,1,0,0,0,1,12,94,0,79,6,Food,Credit Card,0,1,0,8.0,0,3,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
3068.39,2510.27,1.222,11,1,1,0,0,1,0,0,0,1,19,97,0,81,22,Travel,Credit Card,0,0,0,3.0,0,3,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
3307.24,2510.27,1.317,13,1,1,0,0,1,0,0,0,1,23,93,1,78,22,Groceries,Credit Card,0,0,0,15.0,0,4,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
2285.73,2510.27,0.911,19,1,1,0,1,0,1,6,0,0,23,5,0,76,10,Travel,IMPS,0,0,0,12.0,0,5,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,1
1440.22,2510.27,0.574,21,1,1,0,0,1,0,0,0,1,15,85,1,77,28,Groceries,Credit Card,0,0,0,14.0,0,5,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
2858.48,2510.27,1.139,4,2,1,0,0,1,0,0,0,1,17,93,0,81,22,Travel,Credit Card,0,1,0,4.0,0,4,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
830.42,2510.27,0.331,11,2,1,0,0,1,0,0,0,1,28,87,0,71,26,Travel,Credit Card,0,0,0,12.0,0,4,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
3040.9,2510.27,1.211,15,2,1,0,1,1,0,2,0,1,22,99,1,71,26,Retail,UPI,0,0,1,13.0,0,4,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,1
25808.65,2510.27,10.281,15,2,1,1,1,0,0,3,1,1,8,21,1,18,92,Travel,IMPS,0,0,1,4.0,1,5,1,Senior Citizen,Ahmedabad,Mumbai,Mumbai,1
3544.87,2510.27,1.412,0,3,1,0,0,1,0,0,0,1,21,96,0,78,22,Food,Credit Card,0,1,0,5.0,0,4,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
3731.77,2510.27,1.487,6,3,0,1,0,1,0,0,0,1,13,91,0,78,22,Food,Credit Card,0,0,0,2.0,0,4,0,Senior Citizen,Ahmedabad,Ahmedabad,Chandigarh,0
1380.78,2510.27,0.55,12,3,1,0,0,1,1,0,0,0,13,55,1,81,29,Electronics,Credit Card,0,0,0,3.0,0,4,0,Senior Citizen,Ahmedabad,Ahmedabad,Ahmedabad,0
5036.42,951.32,5.294,19,6,1,1,0,0,0,0,0,1,31,97,1,70,30,Food,Credit Card,0,0,1,11.0,0,0,1,Salaried,Indore,Delhi,Delhi,1
974.95,951.32,1.025,21,6,1,0,0,1,0,1,0,1,19,85,0,70,30,Retail,IMPS,0,0,0,6.0,0,1,0,Salaried,Indore,Indore,Indore,0
384.91,951.32,0.405,0,0,1,1,0,0,0,0,0,1,21,87,0,70,30,Electronics,IMPS,0,1,0,5.0,0,2,0,Salaried,Indore,Bengaluru,Bengaluru,0
884.68,951.32,0.93,5,0,1,1,1,0,1,5,0,0,28,18,0,70,30,E-commerce,UPI,0,0,1,8.0,0,3,0,Salaried,Indore,Bengaluru,Bengaluru,1
443.59,951.32,0.466,21,3,1,0,0,1,0,0,0,0,22,98,0,70,30,Groceries,IMPS,0,0,1,3.0,0,0,0,Salaried,Indore,Indore,Indore,0
758.37,951.32,0.797,19,4,1,0,0,1,0,0,0,1,29,90,0,70,30,Travel,IMPS,0,0,0,14.0,0,1,0,Salaried,Indore,Indore,Indore,0
704.88,951.32,0.741,3,5,1,0,0,1,0,0,0,1,16,87,0,70,30,Food,IMPS,0,1,0,10.0,0,1,0,Salaried,Indore,Indore,Indore,0
333.56,951.32,0.351,21,5,1,0,0,1,0,0,0,1,25,92,0,70,30,Groceries,IMPS,0,0,0,14.0,0,1,0,Salaried,Indore,Indore,Indore,0
908.38,951.32,0.955,0,6,1,0,0,1,0,0,0,1,6,93,1,92,10,Groceries,IMPS,0,1,1,1.0,0,2,0,Salaried,Indore,Indore,Indore,0
714.59,951.32,0.751,3,6,1,0,0,1,0,0,0,1,21,96,0,92,10,Travel,IMPS,0,1,0,7.0,0,3,0,Salaried,Indore,Indore,Indore,0
628.26,951.32,0.66,15,6,1,0,0,1,0,0,0,1,20,92,0,70,30,Groceries,IMPS,0,0,0,2.0,0,3,0,Salaried,Indore,Indore,Indore,0
478.62,951.32,0.503,1,0,1,0,0,1,0,0,0,1,17,92,0,92,10,Electronics,IMPS,0,1,0,7.0,0,2,0,Salaried,Indore,Indore,Indore,0
826.7,951.32,0.869,4,0,0,1,0,0,0,0,0,1,22,93,0,92,10,Travel,IMPS,0,1,1,4.0,0,2,0,Salaried,Indore,Gurgaon,Jaipur,0
1345.81,951.32,1.415,17,0,1,1,0,0,1,1,0,1,27,56,0,70,30,Groceries,IMPS,0,0,0,14.0,0,2,0,Salaried,Indore,Gurgaon,Gurgaon,0
433.0,951.32,0.455,20,0,1,1,0,0,0,1,0,1,11,90,0,70,30,E-commerce,IMPS,0,0,0,1.0,0,3,0,Salaried,Indore,Gurgaon,Gurgaon,0
627.94,951.32,0.66,22,0,1,0,0,1,0,0,0,1,14,90,0,92,10,Groceries,IMPS,0,0,0,3.0,0,4,0,Salaried,Indore,Indore,Indore,0
852.98,951.32,0.897,11,1,1,0,0,1,0,0,0,1,19,95,0,92,10,Travel,IMPS,0,0,0,13.0,0,3,0,Salaried,Indore,Indore,Indore,0
899.86,951.32,0.946,12,1,1,0,0,1,0,0,0,1,19,93,0,92,10,Groceries,IMPS,0,0,0,6.0,1,4,0,Salaried,Indore,Indore,Indore,0
517.93,496.28,1.044,0,0,1,0,0,1,0,0,0,1,17,96,0,72,16,Food,Debit Card,0,1,0,8.0,0,0,0,Student,Lucknow,Lucknow,Lucknow,0
596.48,496.28,1.202,3,0,1,0,0,1,0,0,0,1,20,97,0,86,11,Electronics,Debit Card,0,1,0,4.0,0,1,0,Student,Lucknow,Lucknow,Lucknow,0
294.08,496.28,0.593,6,0,1,0,0,1,0,0,0,1,29,88,0,86,11,Food,Debit Card,0,0,0,15.0,0,2,0,Student,Lucknow,Lucknow,Lucknow,0
279.32,496.28,0.563,6,0,1,0,0,1,0,0,0,1,23,90,1,86,11,E-commerce,Debit Card,0,0,0,5.0,1,3,0,Student,Lucknow,Lucknow,Lucknow,0
364.29,496.28,0.734,7,0,1,0,0,1,0,1,0,1,19,88,0,86,11,Food,Debit Card,0,0,0,14.0,1,4,0,Student,Lucknow,Lucknow,Lucknow,0
483.98,496.28,0.975,10,0,1,0,0,1,0,0,0,1,26,93,0,72,16,Electronics,Debit Card,0,0,0,10.0,0,5,0,Student,Lucknow,Lucknow,Lucknow,0
185.73,496.28,0.374,8,2,1,0,0,1,0,1,0,1,26,92,1,72,16,Groceries,Debit Card,0,0,0,9.0,0,0,0,Student,Lucknow,Lucknow,Lucknow,0
2403.46,496.28,4.843,19,2,1,0,0,1,0,0,0,1,24,100,0,72,16,Retail,Debit Card,0,0,0,14.0,0,1,1,Student,Lucknow,Lucknow,Lucknow,0
468.48,496.28,0.944,22,2,1,0,0,1,0,1,0,1,16,87,0,72,16,Electronics,Debit Card,0,0,0,1.0,0,2,0,Student,Lucknow,Lucknow,Lucknow,0
430.77,496.28,0.868,6,5,1,0,1,0,1,6,0,0,35,15,0,86,11,Electronics,NEFT,0,0,0,15.0,0,0,0,Student,Lucknow,Lucknow,Lucknow,1
518.62,496.28,1.045,20,5,1,0,0,1,0,0,0,1,18,96,1,79,18,Food,Debit Card,0,0,0,13.0,0,1,0,Student,Lucknow,Lucknow,Lucknow,0
6844.23,496.28,13.791,15,6,1,1,1,0,0,2,1,1,13,25,1,23,76,E-commerce,IMPS,0,0,1,5.0,0,1,1,Student,Lucknow,Hyderabad,Hyderabad,1
210.97,496.28,0.425,8,0,1,1,0,0,0,0,0,1,24,90,0,72,16,Travel,Debit Card,0,0,0,6.0,0,1,0,Student,Lucknow,Chennai,Chennai,0
518.3,496.28,1.044,13,0,1,1,0,0,0,0,0,1,19,100,0,79,18,Travel,Debit Card,0,0,0,13.0,0,2,0,Student,Lucknow,Chennai,Chennai,0
261.35,496.28,0.527,2,1,1,0,0,1,0,0,0,1,17,89,0,86,11,Travel,Debit Card,0,1,0,6.0,0,2,0,Student,Lucknow,Lucknow,Lucknow,0
727.02,496.28,1.465,6,1,1,0,0,1,0,3,0,1,20,88,0,72,16,E-commerce,Debit Card,0,0,0,9.0,0,3,0,Student,Lucknow,Lucknow,Lucknow,0
585.08,496.28,1.179,9,1,1,1,0,0,0,0,0,1,16,88,0,86,11,E-commerce,Debit Card,0,0,1,6.0,0,3,0,Student,Lucknow,Chennai,Chennai,0
336.57,496.28,0.678,9,1,1,1,0,0,0,0,0,1,20,88,0,86,11,Food,Debit Card,0,0,0,15.0,1,4,0,Student,Lucknow,Chennai,Chennai,0
295.33,496.28,0.595,12,1,1,0,0,1,0,3,0,1,11,99,1,96,22,Food,Debit Card,0,0,0,1.0,0,5,0,Student,Lucknow,Lucknow,Lucknow,0
241.05,496.28,0.486,20,1,1,1,0,0,0,0,0,1,23,96,0,79,18,E-commerce,Debit Card,0,0,0,8.0,0,5,0,Student,Lucknow,Chennai,Chennai,0
533.64,496.28,1.075,3,2,1,1,0,0,0,0,0,1,10,86,0,96,22,E-commerce,Debit Card,0,1,0,4.0,0,5,0,Student,Lucknow,Chennai,Chennai,0
196.29,496.28,0.396,7,2,1,1,0,0,0,0,0,1,26,97,0,72,16,Food,Debit Card,0,0,0,7.0,0,5,0,Student,Lucknow,Chennai,Chennai,0
68451.22,64608.14,1.059,20,6,1,0,0,1,0,0,0,1,28,96,0,81,19,Food,Debit Card,0,0,0,10.0,0,0,0,Business,Gurgaon,Gurgaon,Gurgaon,0
