log_id,transaction_id,customer_id,login_time,logout_time,event_type,login_location,previous_login_city,device_id,device_type,browser,operating_system,ip_address,vpn_used,failed_login_count,password_reset,otp_verified,session_duration_minutes,ip_reputation_score,login_method,biometric_used,country
LOG_83E937E67570,TXN_783B19DC93DB,CUST_A274A25A299E,2026-06-19 04:14:41,2026-06-19 04:37:41,Transaction_Initiated,Ahmedabad,Ahmedabad,DEV_AED579B3AD9F,Tablet,Mobile App,Android,158.27.77.39,False,1,False,True,23,86,Password,False,India
LOG_B104B90E346F,TXN_74AD26B949E4,CUST_686953EEE179,2026-06-19 05:17:41,2026-06-19 05:27:41,Transaction_Initiated,Chennai,Chennai,DEV_DDB5C9880543,Desktop,Edge,Android,175.204.169.241,False,0,False,True,10,94,Password,True,India
LOG_DA1340055AA6,TXN_95A75114E565,CUST_2CEC9252A0A1,2026-06-19 05:28:41,2026-06-19 05:59:41,Transaction_Initiated,Gurgaon,Gurgaon,DEV_75906C286F3B,Laptop,Safari,iOS,106.19.103.234,False,0,False,True,31,95,Biometric,False,India
LOG_2F124071C706,TXN_F9D74EC999A4,CUST_B385A110F05A,2026-06-18 14:23:41,2026-06-18 14:46:41,Transaction_Initiated,Delhi,Chandigarh,DEV_F9FDEF4D0CCF,Smartphone,Edge,Android,174.107.164.52,False,0,False,True,23,85,Password,True,India
LOG_7D221F84DBA7,TXN_60A87434F947,CUST_8866C1FABF99,2026-06-18 14:44:41,2026-06-18 14:59:41,Transaction_Initiated,Chandigarh,Delhi,DEV_B106853133B0,Laptop,Chrome,Android,47.145.125.44,False,0,False,True,15,85,Password,True,India
LOG_E417F29663BA,TXN_C34A8B5F683E,CUST_AA9EDE3072FA,2026-06-18 15:20:41,2026-06-18 15:47:41,Transaction_Initiated,Chennai,Chennai,DEV_C19C611ADC3B,Smartphone,Chrome,macOS,101.132.174.72,False,0,False,True,27,89,Password,False,India
LOG_6499D8275DED,TXN_29C25D89134B,CUST_F969633BDDB5,2026-06-18 15:55:41,2026-06-18 16:18:41,Transaction_Initiated,Delhi,Delhi,DEV_5C98ED6DFD33,Smartphone,Safari,Windows,104.200.93.180,False,0,False,True,23,85,Biometric,True,India
LOG_77DE112631F5,TXN_C564D3DE6B40,CUST_8966A3CE4048,2026-06-18 16:24:41,2026-06-18 16:55:41,Transaction_Initiated,Gurgaon,Gurgaon,DEV_B8C0E0B6C9F7,Tablet,Edge,macOS,29.154.236.103,False,0,False,True,31,97,Password,False,India
LOG_46A2C8D6A8C1,TXN_48BB3F35907B,CUST_9F5234269242,2026-06-18 17:01:41,2026-06-18 17:15:41,Transaction_Initiated,Hyderabad,Hyderabad,DEV_D71BAB5B0773,Tablet,Mobile App,macOS,120.156.30.157,False,0,False,True,14,90,Password,True,India
LOG_2D9293B6794E,TXN_F5E8F073C8CD,CUST_6380C85B577F,2026-06-18 17:11:41,2026-06-18 17:27:41,Transaction_Initiated,Gurgaon,Gurgaon,DEV_814BCBBF01D2,Tablet,Mobile App,Windows,78.232.146.109,False,0,False,True,16,99,PIN,False,India
LOG_768240A9144B,TXN_0218BC5B0C30,CUST_686953EEE179,2026-06-18 17:51:41,2026-06-18 18:22:41,Transaction_Initiated,Chennai,Chennai,DEV_DDB5C9880543,Desktop,Edge,Windows,175.204.169.241,False,0,False,True,31,94,Biometric,False,India
LOG_1396E12CA73A,TXN_5DF54EB6F0C2,CUST_01C02537A5CA,2026-06-18 18:17:41,2026-06-18 18:42:41,Transaction_Initiated,Kochi,Kochi,DEV_6424112E6270,Smartphone,Safari,Android,207.37.233.107,False,0,False,True,25,85,Password,False,India
LOG_CF14B0516859,TXN_C4CBF45B65AD,CUST_1A4574854941,2026-06-18 19:20:41,2026-06-18 19:41:41,Transaction_Initiated,Chandigarh,Pune,DEV_E04C2B2CF175,Tablet,Firefox,macOS,203.126.141.197,False,0,False,True,21,85,PIN,False,India
LOG_4130CD9087C7,TXN_C8F66C7BAC8C,CUST_81E6D90C4760,2026-06-18 19:16:41,2026-06-18 19:30:41,Transaction_Initiated,Coimbatore,Coimbatore,DEV_26EC14DF4598,Desktop,Mobile App,Windows,60.35.23.170,False,0,False,True,14,87,Biometric,False,India
LOG_3A12AFB62DF9,TXN_5E7D7D002A38,CUST_ACBB55076F6F,2026-06-18 19:52:41,2026-06-18 20:04:41,Transaction_Initiated,Jaipur,Delhi,DEV_386F7EB367DA,Desktop,Firefox,Android,215.150.148.43,True,1,False,True,12,51,Password,True,India
LOG_5FC473083FD6,TXN_AD7FCBA416ED,CUST_0BBCAD5EF2DA,2026-06-18 20:03:41,2026-06-18 20:17:41,Transaction_Initiated,Hyderabad,Hyderabad,DEV_25C360D612DE,Tablet,Mobile App,Android,170.13.201.152,False,0,False,True,14,90,Password,True,India
LOG_B94F3C28C7BA,TXN_8A006ED3399E,CUST_AA9EDE3072FA,2026-06-18 20:07:41,2026-06-18 20:25:41,Transaction_Initiated,Chennai,Chennai,DEV_C19C611ADC3B,Smartphone,Chrome,iOS,101.132.174.72,False,0,False,True,18,96,Password,False,India
LOG_152EA1A43ABA,TXN_87B39811EA06,CUST_C6FAC3E395B8,2026-06-18 20:30:41,2026-06-18 20:43:41,Transaction_Initiated,Chennai,Chennai,DEV_58968C7F38A6,Desktop,Chrome,Windows,188.78.109.17,False,0,False,True,13,97,PIN,False,India
LOG_F033FCE6DF88,TXN_85685C86C04E,CUST_770111A024A1,2026-06-18 21:15:41,2026-06-18 21:39:41,Transaction_Initiated,Delhi,Delhi,DEV_3EB8A52ECE7B,Tablet,Chrome,Android,83.51.99.76,False,0,False,True,24,95,Biometric,True,India
LOG_FB19C3DC3812,TXN_95FC2D3DA94F,CUST_8966A3CE4048,2026-06-18 21:41:41,2026-06-18 22:07:41,Transaction_Initiated,Gurgaon,Gurgaon,DEV_B8C0E0B6C9F7,Tablet,Safari,Android,75.98.17.7,False,0,False,True,26,88,Biometric,False,India
LOG_763B4A917A6D,TXN_8455457448C2,CUST_1A4574854941,2026-06-18 22:00:41,2026-06-18 22:13:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_CA246BA97F4B,Tablet,Edge,Android,110.170.30.67,True,0,False,True,13,60,Password,False,India
LOG_AC2A401BA7A7,TXN_FE1170551D01,CUST_8B279B4E00CF,2026-06-18 22:06:41,2026-06-18 22:34:41,Transaction_Initiated,Jaipur,Jaipur,DEV_4ABECF1E4484,Laptop,Mobile App,Android,213.8.47.76,False,0,False,True,28,97,Password,False,India
LOG_B7387BD0A242,TXN_D8FE8355F8E9,CUST_01C02537A5CA,2026-06-18 22:41:41,2026-06-18 22:55:41,Transaction_Initiated,Kochi,Kochi,DEV_6424112E6270,Smartphone,Firefox,Windows,207.37.233.107,False,0,False,True,14,95,Password,False,India
LOG_1CC091103452,TXN_73CC123B1983,CUST_ACBB55076F6F,2026-06-18 23:29:41,2026-06-19 00:00:41,Transaction_Initiated,Jaipur,Jaipur,DEV_386F7EB367DA,Desktop,Safari,macOS,180.97.153.179,False,0,False,True,31,91,Password,False,India
LOG_302518401051,TXN_4F8D4F2F11F9,CUST_166838FFAEA4,2026-06-19 00:11:41,2026-06-19 00:15:41,Transaction_Initiated,Mumbai,Bengaluru,DEV_07229593BF32,Smartphone,Safari,macOS,170.78.122.33,False,0,False,True,4,89,Biometric,False,India
LOG_F607746B9B59,TXN_1C5CF4D38B70,CUST_8B279B4E00CF,2026-06-19 01:09:41,2026-06-19 01:23:41,Transaction_Initiated,Coimbatore,Jaipur,DEV_97D03E2B27EE,Laptop,Chrome,Windows,97.205.166.31,True,0,False,True,14,51,Password,False,India
LOG_822A58681960,TXN_EBDB39272E0A,CUST_9F5234269242,2026-06-19 01:21:41,2026-06-19 01:42:41,Transaction_Initiated,Hyderabad,Hyderabad,DEV_D71BAB5B0773,Tablet,Firefox,macOS,120.156.30.157,False,0,False,True,21,87,Biometric,False,India
LOG_41E4934F47C5,TXN_A6C4FD3557AB,CUST_B8B7C1E4E9DC,2026-06-19 02:04:41,2026-06-19 02:12:41,Transaction_Initiated,Lucknow,Lucknow,DEV_104CCB5040F5,Smartphone,Mobile App,Android,135.35.64.33,False,0,False,True,8,94,Biometric,True,India
LOG_82D11ABEBEA9,TXN_B11A8CFFBC55,CUST_ACBB55076F6F,2026-06-19 02:23:41,2026-06-19 02:56:41,Transaction_Initiated,Jaipur,Jaipur,DEV_386F7EB367DA,Desktop,Safari,iOS,49.242.254.46,False,1,False,True,33,99,Biometric,False,India
LOG_F99464FF98C2,TXN_BDBEF0008C71,CUST_8866C1FABF99,2026-06-19 03:07:41,2026-06-19 03:23:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_1FCC40A5434C,Laptop,Safari,Windows,24.223.74.56,True,0,False,True,16,59,Password,True,India
LOG_D86043720854,TXN_50E8A8E38CA2,CUST_B8B7C1E4E9DC,2026-06-19 03:25:41,2026-06-19 03:48:41,Transaction_Initiated,Lucknow,Lucknow,DEV_104CCB5040F5,Smartphone,Edge,macOS,135.35.64.33,False,0,False,True,23,98,Password,False,India
LOG_CDCF0CA86EB4,TXN_978FC7BBD293,CUST_0D92D17B540C,2026-06-19 04:04:41,2026-06-19 04:21:41,Transaction_Initiated,Pune,Pune,DEV_2E6AC60AC84E,Desktop,Edge,macOS,78.202.67.172,False,1,False,True,17,86,Password,True,India
LOG_CD3B758C4BDC,TXN_6E0A117A0579,CUST_15C44D3CE34B,2026-06-19 04:50:41,2026-06-19 05:15:41,Transaction_Initiated,Chennai,Chennai,DEV_0884DDC56CF0,Laptop,Safari,Windows,34.8.245.172,False,0,False,True,25,99,Biometric,True,India
LOG_6D35D3757506,TXN_0F808C02881B,CUST_0D563A0F2D46,2026-06-19 05:52:41,2026-06-19 06:00:41,Transaction_Initiated,Indore,Indore,DEV_A8F373D263ED,Desktop,Chrome,macOS,190.232.138.79,False,1,False,True,8,95,Password,True,India
LOG_F03D5B384073,TXN_DBA6180DE42C,CUST_73B41940F312,2026-06-19 06:13:41,2026-06-19 06:36:41,Transaction_Initiated,Gurgaon,Gurgaon,DEV_7FFAD3F7A67D,Desktop,Firefox,Android,141.59.197.231,False,0,False,True,23,92,Password,False,India
LOG_66FCC0972116,TXN_B77C528E86AF,CUST_9DDA4B54CA2A,2026-06-19 06:49:41,2026-06-19 06:54:41,Transaction_Initiated,Kolkata,Kolkata,DEV_E5B19D1B9B13,Smartphone,Edge,iOS,87.199.214.138,False,0,False,True,5,87,Password,True,India
LOG_02A8D26540AA,TXN_2D92C8ED376E,CUST_5A5043D289DC,2026-06-19 06:47:41,2026-06-19 06:59:41,Transaction_Initiated,Mumbai,Mumbai,DEV_FA1FC2357F3F,Laptop,Firefox,iOS,196.242.124.201,False,0,False,True,12,100,Password,True,India
LOG_8E09379ABA0E,TXN_06E700BC0F7B,CUST_06E6B8486126,2026-06-19 07:39:41,2026-06-19 08:01:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_45364882202D,Desktop,Safari,macOS,108.142.215.65,False,0,False,True,22,89,Password,False,India
LOG_6A8158F48DAB,TXN_D0406DBDC980,CUST_6D76C861D951,2026-06-19 08:32:41,2026-06-19 08:47:41,Transaction_Initiated,Delhi,Delhi,DEV_E628135E164D,Desktop,Edge,Windows,190.36.87.137,False,0,False,True,15,90,Password,True,India
LOG_787338EEF8DF,TXN_1E94F85CFC74,CUST_B385A110F05A,2026-06-19 09:03:41,2026-06-19 09:28:41,Transaction_Initiated,Kolkata,Delhi,DEV_F9FDEF4D0CCF,Smartphone,Mobile App,iOS,42.12.207.239,False,0,False,True,25,95,Biometric,False,India
LOG_582E821AB8F5,TXN_C5F1FF608507,CUST_9F5234269242,2026-06-19 09:31:41,2026-06-19 09:48:41,Transaction_Initiated,Hyderabad,Hyderabad,DEV_D71BAB5B0773,Tablet,Firefox,iOS,120.156.30.157,True,0,False,True,17,51,Password,False,India
LOG_314C72A65537,TXN_5C652BFA09A6,CUST_E11D4A73CB51,2026-06-19 10:18:41,2026-06-19 10:34:41,Transaction_Initiated,Bengaluru,Bengaluru,DEV_E0A9B5B38FBF,Smartphone,Edge,Android,203.251.52.224,False,0,False,True,16,96,Password,False,India
LOG_3653846B0BC6,TXN_FA562F40FAC0,CUST_E762728AC2C4,2026-06-19 11:06:41,2026-06-19 11:15:41,Transaction_Initiated,Pune,Pune,DEV_9FDD3D33CB84,Tablet,Mobile App,macOS,214.86.43.73,False,0,False,True,9,94,Password,False,India
LOG_1140F88781C6,TXN_0E57781BFED8,CUST_DF7E3A9C08AE,2026-06-19 11:49:41,2026-06-19 11:54:41,Transaction_Initiated,Kochi,Kochi,DEV_AF1B17DECE8C,Desktop,Chrome,iOS,40.54.79.70,False,0,False,True,5,94,Password,False,India
LOG_16D65C1B4F17,TXN_FCF521474956,CUST_770111A024A1,2026-06-19 11:53:41,2026-06-19 12:05:41,Transaction_Initiated,Delhi,Delhi,DEV_3EB8A52ECE7B,Tablet,Firefox,Android,83.51.99.76,True,0,False,True,12,63,Biometric,True,India
LOG_CA1B45523DD7,TXN_03C50DE3E7B8,CUST_6D76C861D951,2026-06-19 12:36:41,2026-06-19 12:43:41,Transaction_Initiated,Delhi,Delhi,DEV_E628135E164D,Desktop,Mobile App,iOS,190.36.87.137,False,0,False,True,7,87,Password,False,India
LOG_0D3BF2993D0D,TXN_38E91AE90311,CUST_A274A25A299E,2026-06-19 13:30:41,2026-06-19 13:39:41,Transaction_Initiated,Ahmedabad,Ahmedabad,DEV_AED579B3AD9F,Tablet,Safari,iOS,158.27.77.39,False,0,False,True,9,98,Biometric,True,India
LOG_7F8D18C9B0F4,TXN_D33FF786C392,CUST_1A4574854941,2026-06-19 13:52:41,2026-06-19 14:03:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_E04C2B2CF175,Tablet,Chrome,macOS,203.126.141.197,True,0,False,True,11,88,Biometric,True,India
LOG_BE8089494A1D,TXN_9A9CFF6A6073,CUST_8966A3CE4048,2026-06-19 14:10:41,2026-06-19 14:16:41,Transaction_Initiated,Lucknow,Gurgaon,DEV_4ACBD84A33A1,Tablet,Chrome,iOS,34.74.142.243,False,3,True,True,6,37,Biometric,False,India
LOG_84C4C4050649,TXN_750C61B3276E,CUST_F77382D72C38,2026-06-19 14:16:41,2026-06-19 14:30:41,Transaction_Initiated,Mumbai,Mumbai,DEV_2B48B31D18CC,Desktop,Mobile App,iOS,143.226.142.47,False,0,False,True,14,90,Password,False,India
LOG_81405EB909ED,TXN_60569DBAFDCA,CUST_1A4574854941,2026-06-19 14:22:41,2026-06-19 14:45:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_E04C2B2CF175,Tablet,Firefox,macOS,203.126.141.197,True,0,False,True,23,71,Password,True,India
LOG_C4C4A58973E5,TXN_0E5716235584,CUST_C6FAC3E395B8,2026-06-19 15:17:41,2026-06-19 15:35:41,Transaction_Initiated,Chennai,Chennai,DEV_58968C7F38A6,Desktop,Chrome,Windows,188.78.109.17,False,0,False,True,18,97,PIN,False,India
LOG_8ABE3AAA8255,TXN_82AAE11F5DB1,CUST_AA9EDE3072FA,2026-06-19 15:35:41,2026-06-19 15:58:41,Transaction_Initiated,Chennai,Chennai,DEV_C19C611ADC3B,Smartphone,Mobile App,Windows,101.132.174.72,False,0,False,True,23,97,Password,False,India
LOG_54EE45CF0315,TXN_239E5ADE413C,CUST_8866C1FABF99,2026-06-19 15:38:41,2026-06-19 16:06:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_B106853133B0,Laptop,Edge,macOS,36.27.34.128,False,2,False,True,28,94,Password,False,India
LOG_3B5F2FE9A3A2,TXN_CFCAA275E595,CUST_0BBCAD5EF2DA,2026-06-19 16:20:41,2026-06-19 16:27:41,Transaction_Initiated,Hyderabad,Hyderabad,DEV_25C360D612DE,Tablet,Mobile App,Windows,170.13.201.152,True,0,False,True,7,77,Biometric,True,India
LOG_3AAFCEB6D9FD,TXN_8AEA30BBA645,CUST_01C02537A5CA,2026-06-19 16:46:41,2026-06-19 17:13:41,Transaction_Initiated,Kochi,Kochi,DEV_6424112E6270,Smartphone,Firefox,Windows,207.37.233.107,False,0,False,True,27,86,Password,True,India
LOG_418514F4CDC0,TXN_7F3D79651143,CUST_81E6D90C4760,2026-06-19 17:16:41,2026-06-19 17:34:41,Transaction_Initiated,Coimbatore,Coimbatore,DEV_26EC14DF4598,Desktop,Firefox,Android,60.35.23.170,False,0,False,True,18,92,Password,True,India
LOG_EC9EB1AB3439,TXN_8A47953891EC,CUST_3D000F3782B4,2026-06-19 18:00:41,2026-06-19 18:12:41,Transaction_Initiated,Chandigarh,Gurgaon,DEV_0249210CF674,Smartphone,Mobile App,Windows,161.11.162.97,False,0,False,True,12,100,Password,False,India
LOG_D933CAA2FF7D,TXN_678EA9299951,CUST_9DDA4B54CA2A,2026-06-19 18:10:41,2026-06-19 18:35:41,Transaction_Initiated,Kolkata,Kolkata,DEV_E5B19D1B9B13,Smartphone,Edge,iOS,87.199.214.138,False,0,False,True,25,95,Password,True,India
LOG_80460CF12C57,TXN_E6992F362B4F,CUST_3004622EBCCF,2026-06-19 18:47:41,2026-06-19 19:16:41,Transaction_Initiated,Indore,Indore,DEV_7B324B46832C,Laptop,Firefox,macOS,48.220.65.11,False,0,False,True,29,90,PIN,True,India
LOG_1E78402AE72B,TXN_DCA687585C50,CUST_88003A890783,2026-06-19 19:32:41,2026-06-19 19:44:41,Transaction_Initiated,Hyderabad,Hyderabad,DEV_1D0767C5C43F,Desktop,Mobile App,iOS,231.50.25.167,False,0,False,True,12,98,Password,True,India
LOG_B3C4754DC9CD,TXN_DCE959BD5C49,CUST_88003A890783,2026-06-19 19:44:41,2026-06-19 19:47:41,Transaction_Initiated,Kochi,Hyderabad,DEV_1D0767C5C43F,Desktop,Chrome,Windows,20.103.81.70,False,0,False,True,3,86,Biometric,True,India
LOG_FA767C3E564C,TXN_B84D436B2CC4,CUST_E762728AC2C4,2026-06-19 20:41:41,2026-06-19 20:54:41,Transaction_Initiated,Pune,Pune,DEV_9FDD3D33CB84,Tablet,Firefox,macOS,214.86.43.73,False,0,False,True,13,93,Biometric,True,India
LOG_BC6922240BAF,TXN_1E573ED8CADB,CUST_01C02537A5CA,2026-06-19 21:32:41,2026-06-19 22:03:41,Transaction_Initiated,Kochi,Kochi,DEV_DE1204BBDB79,Smartphone,Chrome,iOS,185.126.142.226,True,0,False,True,31,55,Password,False,India
LOG_6C29A1339977,TXN_B173DE1EC8A5,CUST_0D563A0F2D46,2026-06-19 21:59:41,2026-06-19 22:13:41,Transaction_Initiated,Indore,Indore,DEV_A8F373D263ED,Desktop,Safari,iOS,190.232.138.79,False,0,False,True,14,94,PIN,False,India
LOG_C0A0A66E763C,TXN_A3380213A0EA,CUST_ACBB55076F6F,2026-06-19 22:46:41,2026-06-19 23:18:41,Transaction_Initiated,Jaipur,Jaipur,DEV_386F7EB367DA,Desktop,Firefox,macOS,210.251.241.189,False,0,False,True,32,87,Biometric,True,India
LOG_48ABC7539BED,TXN_1B2BD84E9E62,CUST_770111A024A1,2026-06-19 23:29:41,2026-06-19 23:53:41,Transaction_Initiated,Delhi,Delhi,DEV_3EB8A52ECE7B,Tablet,Edge,macOS,83.51.99.76,False,0,False,True,24,89,Biometric,True,India
LOG_153F30C4213C,TXN_B996AB8025AD,CUST_41A22B0C3C72,2026-06-19 23:55:41,2026-06-20 00:08:41,Transaction_Initiated,Hyderabad,Ahmedabad,DEV_B6104DED4BD7,Tablet,Safari,Android,36.31.206.187,False,1,False,True,13,92,Password,False,India
LOG_8F1CBB8191F5,TXN_43609AF4E8B4,CUST_99B31E34B435,2026-06-20 00:35:41,2026-06-20 00:52:41,Transaction_Initiated,Kolkata,Kolkata,DEV_D0AA3FFE8F05,Laptop,Safari,iOS,236.125.189.73,False,0,False,True,17,93,PIN,False,India
LOG_58282FA59F7D,TXN_F08E3944041B,CUST_A274A25A299E,2026-06-20 01:11:41,2026-06-20 01:36:41,Transaction_Initiated,Ahmedabad,Ahmedabad,DEV_AED579B3AD9F,Tablet,Edge,iOS,158.27.77.39,False,0,False,True,25,99,Biometric,False,India
LOG_DB29358148C9,TXN_7CE0950093A8,CUST_AA9EDE3072FA,2026-06-20 02:05:41,2026-06-20 02:24:41,Transaction_Initiated,Chennai,Chennai,DEV_182FA790270E,Smartphone,Safari,Android,88.202.189.34,True,3,False,True,19,60,Password,False,India
LOG_BA5F409B70DD,TXN_81EDE7F1A61A,CUST_99B31E34B435,2026-06-20 00:29:41,2026-06-20 00:55:41,Transaction_Initiated,Delhi,Kolkata,DEV_D0AA3FFE8F05,Laptop,Safari,iOS,199.251.77.143,False,1,False,True,26,98,Password,True,India
LOG_01D3C0909D31,TXN_54E36499660D,CUST_C6FAC3E395B8,2026-06-20 00:41:41,2026-06-20 00:55:41,Transaction_Initiated,Chennai,Chennai,DEV_58968C7F38A6,Desktop,Chrome,iOS,188.78.109.17,True,0,False,True,14,53,Biometric,True,India
LOG_5FCE644CCED8,TXN_3DE340E9262B,CUST_5A5043D289DC,2026-06-20 01:22:41,2026-06-20 01:48:41,Transaction_Initiated,Mumbai,Mumbai,DEV_FA1FC2357F3F,Laptop,Chrome,Windows,196.242.124.201,False,0,False,True,26,92,Biometric,True,India
LOG_E02A41B4A6DB,TXN_6BCF97CDE099,CUST_73B41940F312,2026-06-20 01:51:41,2026-06-20 02:22:41,Transaction_Initiated,Gurgaon,Gurgaon,DEV_7FFAD3F7A67D,Desktop,Safari,iOS,141.59.197.231,False,0,False,True,31,99,Biometric,False,India
LOG_D7198E172BA6,TXN_1A6D794BCD4B,CUST_6D76C861D951,2026-06-20 02:13:41,2026-06-20 02:29:41,Transaction_Initiated,Delhi,Delhi,DEV_E628135E164D,Desktop,Chrome,Windows,190.36.87.137,False,0,False,True,16,90,Password,False,India
LOG_D09253139F6E,TXN_EA9C57418E91,CUST_3004622EBCCF,2026-06-20 03:02:41,2026-06-20 03:18:41,Transaction_Initiated,Indore,Indore,DEV_7B324B46832C,Laptop,Edge,macOS,48.220.65.11,False,0,False,True,16,87,Password,False,India
LOG_BFC49C8DCB52,TXN_884B15B62573,CUST_A274A25A299E,2026-06-20 03:41:41,2026-06-20 04:00:41,Transaction_Initiated,Ahmedabad,Ahmedabad,DEV_AED579B3AD9F,Tablet,Chrome,Android,158.27.77.39,False,0,False,True,19,92,Password,False,India
LOG_2DC3A01726D2,TXN_48D25121BBE8,CUST_8966A3CE4048,2026-06-20 03:56:41,2026-06-20 04:18:41,Transaction_Initiated,Gurgaon,Lucknow,DEV_B8C0E0B6C9F7,Tablet,Firefox,iOS,160.41.8.30,False,0,False,True,22,99,Password,True,India
LOG_6F85183D3827,TXN_F64D55197613,CUST_AA9EDE3072FA,2026-06-20 04:51:41,2026-06-20 05:10:41,Transaction_Initiated,Chennai,Chennai,DEV_C19C611ADC3B,Smartphone,Firefox,Android,101.132.174.72,True,0,False,True,19,59,Password,True,India
LOG_D2D034A41233,TXN_AEB7FFCD1BDC,CUST_8866C1FABF99,2026-06-20 04:55:41,2026-06-20 05:15:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_B106853133B0,Laptop,Edge,macOS,134.74.123.112,False,1,False,True,20,89,Password,False,India
LOG_A6653C4DBFB3,TXN_46A7FD40154B,CUST_0D92D17B540C,2026-06-20 05:38:41,2026-06-20 06:08:41,Transaction_Initiated,Pune,Pune,DEV_2E6AC60AC84E,Desktop,Edge,iOS,78.202.67.172,False,0,False,True,30,86,Biometric,True,India
LOG_18E36A9C68A9,TXN_969FAA0A4D2F,CUST_3AC0F315E32D,2026-06-20 06:01:41,2026-06-20 06:36:41,Transaction_Initiated,Lucknow,Lucknow,DEV_7A72A524638C,Smartphone,Edge,iOS,123.118.112.151,True,6,False,False,35,15,Biometric,False,India
LOG_BCBECDA5AC38,TXN_E6178C3BE621,CUST_A274A25A299E,2026-06-20 06:35:41,2026-06-20 06:53:41,Transaction_Initiated,Ahmedabad,Ahmedabad,DEV_AED579B3AD9F,Tablet,Safari,iOS,158.27.77.39,False,0,False,True,18,100,Password,True,India
LOG_2239C70AEA08,TXN_8FDC8CFD7A51,CUST_99B31E34B435,2026-06-20 07:00:41,2026-06-20 07:08:41,Transaction_Initiated,Kolkata,Delhi,DEV_D0AA3FFE8F05,Laptop,Mobile App,Windows,236.125.189.73,False,0,False,True,8,100,Biometric,True,India
LOG_5FBBB4D20FB5,TXN_5CA093AF28FB,CUST_6D76C861D951,2026-06-20 07:49:41,2026-06-20 08:02:41,Transaction_Initiated,Delhi,Delhi,DEV_E628135E164D,Desktop,Edge,macOS,190.36.87.137,False,0,False,True,13,88,Biometric,True,India
LOG_7FBB346F9FE5,TXN_AC85765E8FE9,CUST_770111A024A1,2026-06-20 07:49:41,2026-06-20 08:16:41,Transaction_Initiated,Delhi,Delhi,DEV_3EB8A52ECE7B,Tablet,Firefox,iOS,83.51.99.76,False,0,False,True,27,90,Password,False,India
LOG_4D637EA81878,TXN_E49A7D05C14B,CUST_F969633BDDB5,2026-06-20 08:50:41,2026-06-20 09:12:41,Transaction_Initiated,Delhi,Delhi,DEV_5C98ED6DFD33,Smartphone,Chrome,Windows,229.185.15.114,False,0,False,True,22,86,Password,False,India
LOG_B6B58A30C450,TXN_5B585A87C41F,CUST_DE62BFF776A6,2026-06-20 09:33:41,2026-06-20 09:47:41,Transaction_Initiated,Coimbatore,Coimbatore,DEV_569091095900,Tablet,Firefox,Android,164.20.221.189,False,0,False,True,14,96,Password,False,India
LOG_73B2084438B8,TXN_D53808617423,CUST_15C44D3CE34B,2026-06-20 10:03:41,2026-06-20 10:07:41,Transaction_Initiated,Chennai,Chennai,DEV_0884DDC56CF0,Laptop,Firefox,Windows,65.47.159.134,False,0,False,True,4,94,Biometric,False,India
LOG_241FF9590A3C,TXN_850F9529E67B,CUST_6D76C861D951,2026-06-20 09:59:41,2026-06-20 10:32:41,Transaction_Initiated,Delhi,Delhi,DEV_E628135E164D,Desktop,Safari,macOS,190.36.87.137,False,0,False,True,33,96,Password,True,India
LOG_E31A316CB2D4,TXN_1F9C6C7BF72C,CUST_3D000F3782B4,2026-06-20 10:11:41,2026-06-20 10:37:41,Transaction_Initiated,Chandigarh,Chandigarh,DEV_0249210CF674,Smartphone,Edge,Windows,48.217.210.21,False,0,False,True,26,96,Password,False,India
LOG_FEAF94187040,TXN_79A31D44B4D8,CUST_9F5234269242,2026-06-20 10:40:41,2026-06-20 11:01:41,Transaction_Initiated,Hyderabad,Hyderabad,DEV_D71BAB5B0773,Tablet,Chrome,macOS,120.156.30.157,False,0,False,True,21,91,Password,False,India
LOG_3C1FAC1E4F0B,TXN_57E3B64895C1,CUST_8D53A50EB97B,2026-06-20 11:19:41,2026-06-20 11:42:41,Transaction_Initiated,Bengaluru,Indore,DEV_5C097E204C1D,Smartphone,Mobile App,Windows,213.73.72.201,False,0,False,True,23,88,Password,False,India
LOG_D7B328AE94DE,TXN_B2D0CB9F87CF,CUST_24ED2A165FC1,2026-06-20 12:16:41,2026-06-20 12:32:41,Transaction_Initiated,Mumbai,Mumbai,DEV_3315934EF650,Tablet,Firefox,Android,180.63.153.130,False,0,False,True,16,92,Biometric,True,India
LOG_C99096FBD47E,TXN_6D2FFF1030F8,CUST_0D563A0F2D46,2026-06-20 12:39:41,2026-06-20 13:12:41,Transaction_Initiated,Indore,Indore,DEV_A8F373D263ED,Desktop,Safari,Android,190.232.138.79,False,0,False,True,33,100,Password,True,India
LOG_74822AAD3D3D,TXN_EC0C0525453B,CUST_B385A110F05A,2026-06-20 13:08:41,2026-06-20 13:28:41,Transaction_Initiated,Kolkata,Kolkata,DEV_F9FDEF4D0CCF,Smartphone,Safari,Windows,93.205.23.126,False,0,False,True,20,97,Password,False,India
